date,standard_name,n_points,dD_calibrated_mean,dD_calibrated_std,dD_calibrated_se,dD_known,dD_n_points,d18O_calibrated_mean,d18O_calibrated_std,d18O_calibrated_se,d18O_known,d18O_n_points
2023-04-05,USGS46,1210,-240.96247451616864,4.989448191866992,0.20284991504050923,-235.8,605.0,-35.44101118716769,1.8122684691493556,0.07367919073631708,-29.8,605.0
2023-04-26,W-64444,2210,-398.68105286639445,4.181981062703692,0.12580587505367222,-399.1,1105.0,-55.44653334456294,1.499772588543783,0.04511742163683498,-51.4,1105.0
2023-01-11,UNM Greenland,1105,-276.0289553958891,4.596216050563955,0.13826724069455723,-273.5,1105.0,,,,,
2023-01-18,UNM South Pole,2210,-351.17703433535416,5.139369493520059,0.15460683983547976,-355.4,1105.0,-48.02205228270253,1.4245425562338563,0.04285428847024251,-45.7,1105.0
2023-03-15,UNM South Pole,1105,-350.9712599246776,4.219058031203596,0.12692125563443749,-355.4,1105.0,,,,,
2022-12-16,USGS46,628,,,,,,-30.770101493288607,1.6190834092942616,0.06460846169084367,-29.8,628.0
2023-02-06,UNM South Pole,1105,,,,,,-50.8563022614437,1.4155610969414185,0.042584100650498155,-45.7,1105.0
